id	Pheno170727	Pheno220411	Pheno170804	Pheno220410	Pheno220116	Pheno200304	Pheno211125	Pheno210103	Pheno211133	Pheno171012	Pheno170907	Pheno220101	Pheno211121	Pheno171112	Pheno171303	Pheno180108	Pheno171113	Pheno220402	Pheno171115	Pheno171310	Pheno200302	Pheno240104	Pheno220112
1	-0.3788984450570337	-0.12981272655073178	-0.13429816339509298	-0.08855009884329368	0.0167738686873924	0.07850143988782997	0.14758710611544107	0.270269998071843	0.10493294279421864	0.21376722510827043	0.09628635019982273	0.0071526211968148245	0.03702194402103105	0.26762476588766765	-0.14434209368443354	0.15190945261171646	-0.2937520749269225	0.18065632768969878	-0.20668459036758535	0.06912085565447879	-0.23568811663032702	0.41028376379104864	-0.37309067730285944
2	-0.17670936012138944	-0.19560499846802748	-0.03349332286831869	-0.37272611827940844	-0.27643010096808524	0.3182235145027832	-0.07259819555735506	-0.17668990769172174	-0.19056856970105548	0.17821804674723782	0.174612728802764	-0.2967796506762046	-0.06784700266004563	0.1788584286093698	0.3226896335508005	-0.09955372226807487	0.18998819346574308	0.22074565847725233	0.21274355877806472	0.3087424340828361	0.03407632927118051	-0.08952890373990338	0.06659497098996592
3	-0.3337339767849558	-0.15032691819324853	0.2519677954955781	-0.0924444057154411	0.14487424834637622	-0.1833667881819833	0.32550574375464775	0.00033962924674344006	-0.3402486942901158	-0.27817109194758854	0.20813726211885275	0.25671894990309235	0.35760303657759773	-0.041409766245511515	0.17368286713873882	0.025929848904038436	0.06404598665258635	-0.24663643402809093	0.16631526279330025	0.06660660213848499	0.021867077755723816	-0.13168608478717791	-0.2361541792761415
4	0.02858088457928018	-0.2853040888701876	-0.06375938585981421	-0.11428138405393332	0.23238311775066767	-0.1258300040427807	-0.055602112387709894	0.2523946436698397	0.2818216256719867	0.12624462543107734	0.21379763767768797	0.13098099125808554	0.08159446074268105	-0.32124350117089273	-0.0070480415906023185	-0.4984304555542579	0.2534450821217517	0.04272951788357595	-0.20240142453330445	0.2541631522842535	-0.23676143133044222	-0.04374166935391523	0.13368046017717014
5	0.10967865711584805	-0.3152936102530101	-0.033168349919637574	0.054068919952687804	-0.40718746982288206	-0.1978333090724045	0.38901817463575533	-0.22756842709887673	0.258108255385429	0.23273461477958068	-0.2684917484307218	0.09542014323371953	0.13702487996984633	-0.10596795980842243	-0.2038072965346333	-0.027281867879144158	0.22817771010632612	0.09291191424877566	0.30841805338891704	-0.06948277307271856	0.05281896535461603	0.1037090872821668	-0.1673835855304181
6	-0.07462238946885448	0.206944125738388	-0.2076243630547878	0.03383096091317719	0.06306954831987345	0.04157579062242774	-0.021392540374953594	-0.09641439834946827	0.10477578145562792	-0.024228462698308303	-0.4424035031986177	-0.03370730809195222	0.47168088025360405	0.14821353836698153	0.11593664580281193	-0.1882900960823776	-0.2957157735734493	-0.10925846664964846	0.23096152964110103	0.27292877623946377	-0.3489808446938954	-0.059304861510939055	0.1939166229264806
7	0.2088466923769161	0.2870137554058576	0.23575693401927417	-0.5253356957194674	-0.018217476782307288	-0.21821949543659763	0.0863392940933452	-0.19900173504746754	0.32481738487103934	-0.19144785935252281	0.13527547801764994	0.13270426270637597	-0.13565944147932857	0.12654331885112288	-0.025943773517569067	0.16065676675955773	-0.04574197194931521	0.20067857323271138	0.016043753876136758	0.0284133584247207	-0.3564705682941664	-0.17206166044122398	-0.09146127657097922
8	-0.06495399486471191	0.009698591734056876	-0.4794770924351689	0.09853123219885693	0.03574306785132751	-0.298612378084316	-0.027381190602552518	-0.2852590650535947	0.07886097426295853	0.2582557207690998	0.196287043966199	0.2722563301271182	-0.12377011274278142	0.18596670944371577	0.03558948342929773	0.24372171167124557	-0.019438330046574186	-0.2210563738562847	-0.14805029456097413	0.3358300320947212	0.19017578135455762	-0.25901271529295516	0.013237740581322547
9	0.26791614207349335	-0.3049032203977236	0.07048287799018027	0.134347264651123	-0.05445724379327763	-0.2646590536338137	-0.275793495986927	0.029190821537601407	0.24499707233887535	-0.152583949938728	0.26469577805404215	-0.41360759329273766	0.11678931387891696	0.08011219274820075	0.22450962856825735	0.1986957701180958	-0.08935994850410611	-0.3218381365856053	0.17467167753533636	0.0750926417112528	-0.09831315757436156	0.2460670271914541	-0.10001211253942176
10	-0.14508635924766652	0.0962572583394938	-0.304058772231337	-0.20433423558795386	-0.10036468425373049	-0.14510373779683186	0.36619665946375285	0.45520639748591324	0.14053908626568626	-0.21289071832128267	0.023291508932395243	-0.36129637530958963	0.015030661138869238	0.1535146724201827	-0.14047050028389355	0.09683075168720771	0.1831573293492037	-0.1367614625953804	0.024574764276321662	-0.11793401123324206	0.131710135729551	-0.16924683658899603	0.3181704789733897
